
Harry Potter: Witchcraft Repackaged,2001,N/A,N/A,60 min,Documentary,N/A,N/A,"Caryl Matrisciana, Robert S. McGee",What Harry Potter can cause to the young minds of tomorrow...or not?,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgxMjI3MTM5M15BMl5BanBnXkFtZTcwMTA1NDkxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}]",N/A,2.3,455,tt0301380,movie,N/A,N/A,N/A,N/A,True,
Harry Potter: A History of Magic,2017,TV-PG,25 Dec 2017,59 min,Documentary,"Alex Harding, Jude Ho",N/A,"Imelda Staunton, Warwick Davis, Evanna Lynch","In the run up to the Harry Potter: A History of Magic exhibition, J.K. Rowling goes behind the scenes at the British Library to reveal some of the real-life counterparts to her characters.","English, Latin",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTEzMjgxNjk3MDZeQTJeQWpwZ15BbWU4MDUzNjg2MTUz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,437,tt7783322,movie,N/A,N/A,N/A,N/A,True,
50 Greatest Harry Potter Moments,2011,N/A,27 Jul 2011,93 min,Documentary,Chris Hill,N/A,"Robbie Coltrane, Craig Stevens, Daniel Radcliffe","To mark the release two weeks ago of the eighth and final movie in the series, Robbie Coltrane narrates a countdown of the movie franchise's best moments. From Harry's first meeting with Ron and Hermione aboard the Hogwarts Expres...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOTYzMjUzYjctNTQzYy00MGI4LTllNDMtMjI3ZTU2NTUxNjgwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,272,tt2006673,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 4: Sound and Music",2010,N/A,19 Oct 2010,54 min,Documentary,N/A,N/A,"Emma Watson, Daniel Radcliffe, David Heyman",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjc0MmY4N2ItYjE3NC00YmVjLTk0ZGUtODg0MTNmNWRjY2E2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,187,tt1781796,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 1: The Magic Begins",2009,N/A,17 Nov 2009,62 min,Documentary,N/A,N/A,"David Heyman, Rupert Grint, Chris Columbus, Emma Watson",Explore the World of Harry Potter through the behind the scenes creation of the films.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmQxOTBiMDctZjUyNy00MGYwLWJmOWYtZTUwNGEwMTkyMjdjXkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,182,tt1501346,movie,N/A,N/A,N/A,N/A,True,
'Harry Potter': Behind the Magic,2001,Unrated,11 Nov 2001,60 min,"Documentary, Fantasy",N/A,N/A,"Chris Columbus, Katie Couric, Rupert Grint",N/A,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,175,tt0301379,movie,N/A,N/A,N/A,N/A,True,
The Hidden Secrets of Harry Potter,2007,N/A,08 Jul 2007,60 min,Documentary,Michael Meadows,Richard Brehm,"Steve Vander Ark, Janet Scott Batchler, Helena Bonham Carter",Explore all the movies in the series for clues to the mystery of Harry's true destiny.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTE1YzRkOTQtY2E1Yy00ZDg1LWExN2MtNjhmYmExYWVhNWJhXkEyXkFqcGdeQXVyMTE2MTEzNDk1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,151,tt1065088,movie,N/A,N/A,N/A,N/A,True,
Discovering the Real World of Harry Potter,2001,Approved,10 Dec 2001,48 min,Documentary,Shaun Trevisick,Shaun Trevisick,"Hugh Laurie, J.K. Rowling, Gavin Scott",Discovering the Real World of Harry Potter picks up where the blockbuster film and bestselling books leave off. This critically-acclaimed documentary explores the myths and legends that inhabit the real world of Harry Potter. Foll...,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNmRmYzEwYzEtODc4NC00OTA4LWI3NjQtMWU4MzMwZjQ2NDAxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,132,tt0443483,movie,28 May 2002,N/A,N/A,N/A,True,
Inside 'Harry Potter and the Goblet of Fire',2005,N/A,17 Nov 2005,44 min,Documentary,Michael Meadows,"Richard Brehm, Ben Herndon","Robbie Coltrane, Ralph Fiennes, Michael Gambon",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmUyOTFkZjItMzMxMS00MDViLTk0YzgtYmY3NGNmNjM5MDkxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,122,tt0491721,movie,N/A,N/A,N/A,N/A,True,
'Harry Potter': Behind the Magic,2001,Unrated,11 Nov 2001,60 min,"Documentary, Fantasy",N/A,N/A,"Chris Columbus, Katie Couric, Rupert Grint",N/A,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,175,tt0301379,movie,N/A,N/A,N/A,N/A,True,
Harry Potter in the Hood,2007,N/A,20 Jul 2007,3 min,"Short, Music","Sean Haines, Allan Murray","Sean Haines, Allan Murray","Kamen Edwards, Dre Bowie, Micaal Stevens, Bryan Wood",A spoof of the Harry Potter films in the form of a rap music video featuring sexy dancers.,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,101,tt1107823,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 2: Characters",2009,N/A,17 Nov 2009,80 min,Documentary,N/A,N/A,"David Heyman, Daniel Radcliffe, Emma Watson, Rupert Grint",Dive deeper into the World of Harry Potter by focusing on the characters in the film and going behind the scenes with filmmakers.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOGQ2YWE1MDQtYTQwYy00NmI5LWJhYjAtNzE0M2JmMzgxYjI5XkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,97,tt1501347,movie,N/A,N/A,N/A,N/A,True,
The Magical World of Harry Potter: The Unauthorized Story of J.K. Rowling,2000,Not Rated,N/A,50 min,Documentary,Stephen Grant,Stephen Grant,J.K. Rowling,"Everyone's favorite boy wizard is Harry Potter. By now, he and friends Ron, Hermoine and everyone else at Hogwarts are as magical to you as they are to the millions of fans around the world who adore the books and movies in the th...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjE4MTM1NTUyNV5BMl5BanBnXkFtZTgwNDgyMzI2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,93,tt0308533,movie,08 Aug 2000,N/A,N/A,N/A,True,
Harry Potter and the Order of the Phoenix: T4 Movie Special,2007,N/A,14 Jul 2007,22 min,Documentary,N/A,Steven Vinacour,"Dave Berry, Edith Bowman, Tony Maudsley",N/A,English,United Kingdom,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,76,tt1068770,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 3: Creatures",2010,N/A,19 Oct 2010,63 min,Documentary,N/A,Richard Brehm,"Chris Columbus, Alfonso Cuarón, David Yates, Daniel Radcliffe",Go behind the scenes in the World of Harry Potter and explore the magic behind the creatures throughout the films.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGU4ZDYzODktZGJlMy00ZWUyLWIwMzYtMjczYTY0NTE4NTg1XkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,59,tt2339409,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 8: Growing Up",2012,N/A,07 Sep 2012,49 min,Documentary,N/A,Richard Brehm,"Emma Watson, Daniel Radcliffe, Rupert Grint, David Heyman",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWRkZjQxYWYtMDE1Yi00NmFjLWE1NGItOThlNDljM2U4ZWFkXkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,59,tt2339417,movie,N/A,N/A,N/A,N/A,True,
Harry Potter at the Castle: Magic at Midnight,2005,N/A,15 Jul 2005,24 min,Documentary,"Geraldine Dowd, Paddy Ruddy",N/A,"Stephen Mulhern, J.K. Rowling, David Blunkett","On the eve of the worldwide release of Harry Potter and the Half-Blood Prince, the sixth book in the series, J.K. Rowling reads a chapter from the book live from Edinburgh Castle in front of a small gathering of ardent fans.",English,United Kingdom,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,58,tt0470785,movie,N/A,N/A,N/A,N/A,True,
Harry Potter és a bölcsek köve,2005,N/A,N/A,26 min,Adventure,Sándor Silló,J.K. Rowling,"György Ferenczi, Dániel Gyurta, István Kovács",A Hungarian short adaptation of 'Harry Potter and the Philosopher's Stone' made for the Hungarian version of 'The Big Read' survey.,Hungarian,Hungary,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,48,tt0481740,movie,N/A,N/A,N/A,N/A,True,
Fantastic Beasts and Where to Find Them: Harry Potter Day,2016,N/A,30 Jan 2016,N/A,Short,Josh Oreck,N/A,"Colin Farrell, Dan Fogler, Eddie Redmayne",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTAwZWVmNGItMzMwZi00NmZhLTg5YTQtZjhjZmZmNzdiNDAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,47,tt7528020,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 5: Evolution",2011,N/A,14 Jun 2011,N/A,Documentary,N/A,Tara Pinley,"David Heyman, Rupert Grint, Daniel Radcliffe, Emma Watson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmI1NGIzNTYtZWJmMi00OTA2LTg2NjUtODg1YzgzYzAyZDQyXkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,46,tt2339411,movie,N/A,N/A,N/A,N/A,True,
Big Movie Premiere: Harry Potter & the Deathly Hallows Pt. 1,2010,N/A,17 Nov 2010,60 min,Documentary,N/A,"Carla Hawkes, Heather Konkoli, Laura Slobin","Adrianna Costa, Tom Felton, Ralph Fiennes",TV Guide Network takes you behind the scenes of the next installment in the Harry Potter Franchise. Includes exclusive interviews with the cast and tours of the set &amp; filming locations around London. Hear how Daniel Radcliffe felt...,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,42,tt1778205,movie,N/A,N/A,N/A,N/A,True,
Harry Potter und ein Stein,2006,N/A,25 Nov 2006,85 min,Comedy,Coldmirror,N/A,Coldmirror,Parodie des Films: Harry Potter und der Stein der Weisen. Neu Synchronisiert und Umgeschnitten von Coldmirror.,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BYjgwNjU5YzUtNjlkMy00NDY3LWI4OTYtMTU2NTAyOTU4MmRkXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,42,tt20766450,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 7: Story",2012,N/A,07 Sep 2012,N/A,Documentary,N/A,Richard Brehm,"J.K. Rowling, Steve Kloves",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2Y3YTc1ODItMDY1Yi00NzkwLWI1ZjgtZThkZjM0YzgyZjk0XkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,41,tt2339415,movie,N/A,N/A,N/A,N/A,True,
R-Rated Harry Potter,2015,N/A,11 Jun 2015,5 min,"Animation, Short, Comedy, Fantasy, Horror",Jared Neumark,"Benny Fine (created by), Rafi Fine (created by), Alex Wechsler, Benny Fine","Benny Fine, Rafi Fine, Jeffery Patton, Amanda Rae Troisi",An inappropriate spoof of Harry Potter and the Philosopher's Stone.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDg1M2IzODYtNDZlYS00MGMxLTlmMzAtOWVhZWU3YmFhMDM2XkEyXkFqcGdeQXVyMjMzMzc0MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A,3.3,41,tt5324298,movie,N/A,N/A,N/A,N/A,True,
"Creating the World of Harry Potter, Part 6: Magical Effects",2011,N/A,14 Jun 2011,N/A,Documentary,N/A,Jonathan Strailey,"Daniel Radcliffe, Emma Norton, Alfonso Cuarón, John Richardson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGQzZWM5OTQtZmY5ZS00ZTJjLTkxMjItMjYzMDE2ZWI5MTEyXkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,37,tt2339413,movie,N/A,N/A,N/A,N/A,True,
The Seekers Guide to Harry Potter,2010,Unrated,23 Nov 2010,75 min,Documentary,Philip Gardiner,Geo Athena Trevarthen,Geo Athena Trevarthen,"The Seekers Guide to Harry Potter takes you on a journey and exploration into the underlying themes of J.K Rowling's fantastically successful Harry Potter series. Drawing from her unique background and personal experiences, the au...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTAzMTkyNzk4MDdeQTJeQWpwZ15BbWU3MDMxMTE0MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",N/A,3.4,32,tt1867094,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Deathly Hallows T4 Premiere Special,2010,N/A,20 Nov 2010,N/A,News,Steve Kemsley,Steven Vinacour,"Helena Bonham Carter, Edith Bowman, Jamie Campbell Bower",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYmM4MTdhY2ItZTUyMS00NmZkLTk4MmUtZmJjNGZiNTQ4NzhmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,29,tt1778266,movie,N/A,N/A,N/A,N/A,True,
An Exclusive Inside Look at 'Harry Potter and the Order of the Phoenix',2007,TV-14,09 Jul 2007,60 min,Fantasy,Michael Danahy,"Steve Czarnecki, Michael Danahy","Kristin Adams, Chris Gore, Zach Selwyn","G4 Hosts bring viewers the latest information on the upcoming film; Harry Potter and the Order of the Phoenix. From the IMAX headquarters to discuss the conversion to 70mm 3-D, chatting w/ the VP of Universal Theme Park production...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmRiM2I5MTktNTY3ZC00YWJiLThlM2QtYWJlNjAyYjIzODVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,26,tt1098206,movie,N/A,N/A,N/A,N/A,True,
Harry Potter & the Half Blood Prince: T4 Premiere Special,2009,N/A,11 Jul 2009,24 min,N/A,"Steve Kemsley, Steven Vinacour",Steven Vinacour,"Alex Zane, Rick Edwards, Helena Bonham Carter",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNzY3OWRiZjctMjE1MC00MWIzLWEyM2UtNTM2ZmE5NGJiOTVkXkEyXkFqcGdeQXVyNzMwMjAzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,25,tt1470607,movie,N/A,N/A,N/A,N/A,True,
Daniel Radcliffe: Being Harry Potter,2012,N/A,10 Oct 2012,N/A,Documentary,Rob Done,N/A,N/A,Made-for-television documentary about Daniel Radcliffe and his role as Harry Potter.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZmE0NDE0YmYtZmRiNS00MTk5LWI4MjEtYWIxNzAyZDc2ZTdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,25,tt2704274,movie,N/A,N/A,N/A,N/A,True,
Harry Potter: The Making of Diagon Alley,2014,TV-PG,30 Jun 2014,42 min,"Documentary, News",N/A,N/A,"Mike Aiello, Helena Bonham Carter, Patrick Braillard",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTc5ODY0YjktNGU4ZC00Yzg4LTg1ZGUtN2UwZmY0MGNiN2I3XkEyXkFqcGdeQXVyMzY1Mjk0MjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,25,tt5901980,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Stone,2024,N/A,21 Jul 2024,152 min,"Comedy, Fantasy",Brick Stackhouse,N/A,N/A,"A boy and his bacon companion, embark on an adventure to defeat the villainous Smiley. They face obstacles but persevere to save the world from Smiley's nefarious plans, overcoming challenges along their heroic journey.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDNkYmQ4NDMtZTI3ZS00NzkzLTk2OWUtN2I5MDcwYWQ1M2E5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,25,tt33042905,movie,N/A,N/A,N/A,N/A,True,
Harry Potter und der geheime Pornokeller,2008,N/A,24 Apr 2008,95 min,Comedy,Coldmirror,N/A,Coldmirror,"Parodie des Filmes: Harry Potter und die Kammer des Schreckens, neu Synchronisiert und umgeschnitten von Coldmirror. Fortsetzung von Harry Potter und ein Stein.",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BNTQ3ZTgxMGQtZDcwMS00NzQzLTg0MDQtOTU0MDgwYzYyYjYwXkEyXkFqcGdeQXVyMTU5NzQzNDg3._V1_SX300.jpg,[],N/A,N/A,20,tt30517220,movie,N/A,N/A,N/A,N/A,True,
Achter de schermen bij 'Harry Potter en de orde van de feniks',2007,N/A,09 Jul 2007,21 min,"Documentary, Short",N/A,Dafne Dubois,"Helena Bonham Carter, Viktor Brand, Rupert Grint",N/A,"English, Dutch",Netherlands,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,19,tt1111768,movie,N/A,N/A,N/A,N/A,True,
Harry Potter Spoof Movie,2006,N/A,15 Jun 2006,N/A,"Short, Comedy",Sathian Dananjayan,"Avinash Arivazhahan, Sathian Dananjayan","Avinash Arivazhahan, Balaji, Sathian Dananjayan","A spoof of ""Harry Potter &amp; The Goblet of Fire"", wherein Harry Potter and the other three competitors fight for a cream bun. How Lord Voldemort tries to thwart this contest, and who wins in the end, forms the rest of the plot.",Tamil,India,N/A,N/A,[],N/A,N/A,18,tt3209376,movie,N/A,N/A,N/A,N/A,True,
Life After Hogwarts: Episode 1 - Harry Potter Goes to Therapy,2012,N/A,24 Apr 2012,4 min,"Short, Comedy, Family","John Siscel, Bill Whoopachu",Lynn Dickinson,"Scott Kruse, Katie Nathan",Harry Potter goes to therapy because he doesn't know what to do with his life now that he's 27 and it's ten years since he saved the world.,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,16,tt2287865,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Sorcerer's Feces,2011,N/A,08 Jan 2011,11 min,"Short, Action, Adventure",Andrey Zipunov,N/A,"Andrey Pariev, Andrey Zipunov, Anna Anisimova","""Room"" film adaptation of the books about the young wizard Harry Potter, and, at the same time, a parody of the same film.",Russian,Russia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,14,tt6413210,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Untold Stories of Hogwarts,2012,N/A,28 Jan 2012,58 min,"Adventure, Comedy, Fantasy",Ryan Glista,Ryan Glista,"Ryan Glista, Forrest Grover, Grace Leonardi","After being cast aside by Voldemort, two rogue Death Eaters decide to track down Harry Potter, Ron Weasley and Hermione Granger in the middle of their search for the last horcurxes.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTQxZTdiNTktMTBjOS00NDg5LWI1ZWEtZGM0Y2ExZWI4MjE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,13,tt8443702,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Deathly Hallows Pt 2 T4 Premiere Special,2011,N/A,17 Jul 2011,N/A,Documentary,Steven Vinacour,Steven Vinacour,Rick Edwards,N/A,English,United Kingdom,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,6.5,13,tt1991060,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Cursed Child: London Show,2016,N/A,31 Jul 2016,N/A,"Action, Adventure, Fantasy",John Tiffany,"J.K. Rowling, Jack Thorne, John Tiffany","Jeremy Ang Jones, Annabel Baldwin, Paul Bentall","It is about the journey Albus takes while growing up, and the roles he and his best friend, Scorpius (Draco Malfoy's son), play when dark forces, perhaps in league with Voldemort, once again threaten the fate of the planet.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWNhNzNhNTItNDNmMy00ZGJmLWIxOWUtNzgxMDA3MGQ2MDRiXkEyXkFqcGdeQXVyMTQyNTA3MDQ5._V1_SX300.jpg,[],N/A,N/A,13,tt16116640,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Music Video Parody (About Hermione!),2016,N/A,01 Mar 2016,N/A,"Short, Comedy",Caitlin Halliburton,"Katey Fittingoff, Caitlin Halliburton","Kevin Allen, Evea Gornall, Alexandra Halliburton, Caitlin Halliburton",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODE2OTI2OWQtMWVlZC00YzFiLTgyYTQtNzhhNjVhZGIwZWRjXkEyXkFqcGdeQXVyMjE0MTE4NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,12,tt4969404,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Toilet of Secrets,2011,N/A,27 Jul 2011,8 min,"Short, Action, Adventure",Andrey Zipunov,N/A,"Andrey Zipunov, Olga Motrenko, Anna Anisimova","""Room"" film adaptation of the books about the young wizard Harry Potter, and, at the same time, a parody of the same film.",Russian,Russia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,12,tt6416774,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Prisoner of Hairiness,2011,N/A,20 Dec 2011,6 min,"Short, Action, Adventure",Andrey Zipunov,N/A,"Andrey Zipunov, Galina Anisimova, Elisaveta Zipunova","""Room"" film adaptation of the books about the young wizard Harry Potter, and, at the same time, a parody of the same film.",Russian,Russia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,11,tt6421304,movie,N/A,N/A,N/A,N/A,True,
Harry Potter: The Exhibition,2009,N/A,10 Apr 2009,N/A,Documentary,David Barron,N/A,"David Barron, Eduardo Lima, Miraphora Mina","In this amazing exhibition, guests will get an up close and personal look at the artistry and craftsmanship that went into creating the iconic props and costumes that appeared throughout the Harry Potter(TM) films.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMGZiODk4Y2YtMzEwNi00ZjYxLWJhNGItN2ZhMGYwYWYzZGM2XkEyXkFqcGdeQXVyMTA4NTA0OTg0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,11,tt11302014,movie,N/A,N/A,N/A,N/A,True,
JK Rowling and the Harry Potter Express,2001,N/A,26 Aug 2001,N/A,Documentary,Frances Dickenson,N/A,J.K. Rowling,The story behind the woman who wrote the wildly popular Harry Potter book series.,English,United Kingdom,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,11,tt1565427,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Cursed Child: Melbourne Show,2021,N/A,01 Jan 2021,N/A,"Action, Adventure, Fantasy",John Tiffany,N/A,"Lucy Ansell, Alexander Artemov, Paula Arundell","Follows the journey of Albus Potter and his best friend, Scorpius Malfoy as they meddle with time to try and undo the mistakes of their fathers.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNWI2MzRlZDUtNDJjMC00YTQ5LWE3NWYtMjRhNmFiNmQ0ZDVhXkEyXkFqcGdeQXVyMTMwNzM2MjI3._V1_SX300.jpg,[],N/A,N/A,11,tt16152642,movie,N/A,N/A,N/A,N/A,True,
Harry Potter und der Plastikpokal,2008,N/A,26 Jun 2008,67 min,Comedy,Coldmirror,N/A,Coldmirror,Parodie des Filmes: Harry Potter und der Feuerkelch. Und ist der 3. Teil von Coldmirror der neu Synchronisiert und umgeschnitten wurde.,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BZDM3ZDg4OGMtMGEwZi00ODIzLTllZjAtMDIzYjU2Y2YzN2E5XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,10,tt30526951,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Sorcerer's Stone,2001,PG,16 Nov 2001,152 min,"Adventure, Family, Fantasy",Chris Columbus,"J.K. Rowling, Steve Kloves","Daniel Radcliffe, Rupert Grint, Emma Watson","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","English, Latin","United Kingdom, United States",Nominated for 3 Oscars. 20 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BNTU1MzgyMDMtMzBlZS00YzczLThmYWEtMjU3YmFlOWEyMjE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.7,"910,741",tt0241527,movie,N/A,"$318,886,962",N/A,N/A,True,
Harry Potter and the Portrait of What Looked Like a Large Pile of Ash,2018,N/A,02 Mar 2018,4 min,"Animation, Short, Comedy",N/A,N/A,"Edward James, C. Prince Finish Line, Finish Line","A fully animated rendition of the Harry Potter chapter written by a predictive text bot. Harry, Ron and Hermione must find out what the Death Eaters are up to and stop Voldemort once again.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWJlMmVhOTktOTU5OC00MDNjLTkxMzctZmQzZGZiNGE5ZmY5XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,6,tt19892184,movie,N/A,N/A,N/A,N/A,True,
Paradise TV the Wizarding World of Harry Potter,2015,N/A,01 Jul 2015,N/A,News,N/A,N/A,Stephanie Summers,N/A,English,N/A,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjE1OWZkMDktYzZiNS00NzIxLTkxYzAtNzE2NTM4YWQzODUyXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt33060904,movie,N/A,N/A,N/A,N/A,True,
